artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
Jake Owen,Beachin',0.344,0.527,191040,0.902,4.63e-05,6,0.0669,-5.352,0.0601,181.964,4,0.717,country
Dolly Parton,Jolene,0.597,0.681,160067,0.52,0,1,0.152,-11.549,0.0389,110.565,4,0.775,country
Rascal Flatts,Payback,0.00802,0.544,180800,0.948,1.87e-05,2,0.21,-5.019,0.0446,158.011,4,0.791,country
RaeLynn,God Made Girls,0.114,0.51,216253,0.905,3.01e-06,3,0.143,-2.913,0.0289,156.06,4,0.794,country
Justin Moore,Home Sweet Home,0.0298,0.436,232373,0.775,0,5,0.292,-4.778,0.0441,147.638,4,0.417,country
Blake Shelton,Neon Light,0.0189,0.666,221402,0.78,1.01e-06,2,0.0635,-5.847,0.048,154.056,4,0.918,country
Dierks Bentley,I Hold On,0.0917,0.615,279533,0.723,0.000423,0,0.101,-6.506,0.0448,117.958,4,0.214,country
Eric Church,Talladega,0.0538,0.584,262280,0.672,0.0481,1,0.0885,-8.309,0.0294,144.0,4,0.56,country
David Nail,Kiss You Tonight,0.00298,0.566,230293,0.785,3.51e-06,11,0.101,-5.754,0.0257,99.227,4,0.437,country
Little Big Town,Pontoon,0.413,0.721,212320,0.819,0,9,0.196,-5.715,0.0269,96.02,4,0.878,country
Carrie Underwood,Before He Cheats,0.271,0.519,199947,0.749,0,6,0.119,-3.318,0.0405,147.905,4,0.311,country
Lady Antebellum,Need You Now,0.00453,0.547,206987,0.667,0.0001,4,0.245,-7.278,0.0472,119.814,4,0.357,country
Shania Twain,Man! I Feel Like A Woman!,0.637,0.678,233000,0.899,0,10,0.347,-2.937,0.048,124.944,4,0.757,country
Brantley Gilbert,Bottoms Up,0.138,0.48,222333,0.887,0,7,0.127,-4.452,0.0481,169.937,4,0.479,country
Keith Urban,Somewhere In My Car,0.00734,0.605,236907,0.868,7.71e-05,10,0.115,-5.35,0.0357,118.007,4,0.628,country
Brad Paisley,Perfect Storm,0.365,0.53,234840,0.753,4.19e-05,0,0.269,-5.551,0.0346,123.979,4,0.391,country
Chris Young,Who I Am With You,0.0983,0.466,191573,0.702,1.29e-05,0,0.242,-4.308,0.032,150.309,4,0.452,country
Hunter Hayes,Tattoo,0.128,0.6,196733,0.931,0,8,0.0688,-3.492,0.0681,96.954,4,0.719,country
Florida Georgia Line,Dirt,0.0661,0.554,230587,0.875,1.59e-05,2,0.118,-4.185,0.0487,121.976,4,0.534,country
Eli Young Band,Crazy Girl,0.0006,0.358,200707,0.708,0.00498,4,0.281,-3.736,0.0315,150.966,3,0.247,country
Eric Church,Cold One,0.0773,0.592,205227,0.894,0.00313,6,0.543,-5.757,0.0648,147.943,4,0.778,country
Kacey Musgraves,Follow Your Arrow,0.442,0.632,199640,0.649,0,5,0.0988,-5.933,0.0267,98.03,4,0.591,country
Parmalee,Close Your Eyes,0.0159,0.548,214933,0.849,0,11,0.0845,-3.499,0.0323,143.973,4,0.804,country
Darius Rucker,Wagon Wheel,0.456,0.529,298400,0.663,0,9,0.142,-7.138,0.0306,148.102,4,0.607,country
Jason Aldean,Dirt Road Anthem,0.32,0.677,229413,0.739,2.36e-06,2,0.12,-5.068,0.0352,127.04,4,0.646,country
Luke Bryan,Roller Coaster,0.0353,0.601,259080,0.776,4.23e-05,8,0.184,-4.452,0.037,108.007,4,0.277,country
Lee Brice,Drinking Class,0.0886,0.663,207347,0.53,0,1,0.154,-9.763,0.0301,109.003,4,0.262,country
Thomas Rhett,Get Me Some Of That,0.0627,0.544,187400,0.86,0,6,0.25,-5.283,0.0487,87.988,4,0.807,country
Sam Hunt,Leave The Night On,0.106,0.509,192973,0.956,0,9,0.361,-3.807,0.0519,171.989,4,0.885,country
Carrie Underwood,Something in the Water,0.0284,0.456,237093,0.878,0,7,0.0823,-2.752,0.0575,139.764,4,0.112,country
The Band Perry,If I Die Young,0.402,0.594,222773,0.502,0,4,0.287,-6.564,0.0281,130.674,4,0.31,country
Big & Rich,Look at You,0.0749,0.502,223307,0.821,0,11,0.0954,-4.895,0.0463,81.806,4,0.71,country
Zac Brown Band,Chicken Fried,0.645,0.566,238147,0.713,0,6,0.114,-4.25,0.0417,169.864,4,0.791,country
Cole Swindell,Chillin' It,0.511,0.576,196747,0.849,3.89e-05,9,0.109,-3.057,0.0386,137.982,4,0.662,country
Lee Brice,I Don't Dance,0.399,0.587,221173,0.559,6.69e-06,1,0.0992,-7.742,0.0321,92.036,4,0.2,country
Brantley Gilbert,Small Town Throwdown,0.0246,0.414,201680,0.855,0,7,0.0943,-3.874,0.0524,195.939,4,0.756,country
Tammy Wynette,Stand by Your Man,0.822,0.522,159787,0.163,0.00168,9,0.122,-16.942,0.0316,105.998,4,0.521,country
Lee Ann Womack,I Hope You Dance,0.0524,0.416,294533,0.446,0,7,0.0891,-9.557,0.0291,151.328,4,0.274,country
Hunter Hayes,Invisible,0.327,0.38,276400,0.568,0,1,0.0822,-5.713,0.0436,155.956,4,0.27,country
Scotty McCreery,Feelin’ It,0.107,0.584,198227,0.771,0,7,0.0844,-5.322,0.0514,184.114,4,0.686,country
Lady Antebellum,Bartender,0.016,0.626,198267,0.936,4.41e-06,11,0.337,-3.86,0.036,101.01,4,0.674,country
Keith Urban,Somebody Like You,0.127,0.646,323467,0.887,0.000259,9,0.0698,-4.452,0.0381,110.964,4,0.525,country
The Band Perry,Chainsaw,0.168,0.608,227840,0.732,0,2,0.0817,-4.254,0.0251,84.006,4,0.654,country
Jace Everett,Bad Things,0.0446,0.591,164440,0.864,0.00571,4,0.279,-4.706,0.0399,131.006,4,0.713,country
Jason Aldean,Burnin' It Down,0.307,0.676,219278,0.795,6.61e-06,6,0.0971,-6.648,0.0485,135.924,4,0.614,country
Darius Rucker,Homegrown Honey,0.125,0.649,205147,0.91,0,1,0.0467,-5.185,0.0569,87.983,4,0.865,country
Tim McGraw,Meanwhile Back At Mama's,0.572,0.614,230867,0.677,1.92e-05,6,0.22,-8.673,0.0371,86.476,4,0.642,country
Jake Owen,Barefoot Blue Jean Night,0.208,0.6,167427,0.808,0,4,0.196,-4.679,0.0403,172.016,4,0.812,country
Joe Nichols,Yeah,0.00647,0.414,230707,0.843,1.52e-05,11,0.194,-4.638,0.0531,165.713,4,0.596,country
Frankie Ballard,Sunshine & Whiskey,0.223,0.67,182400,0.737,0,9,0.325,-6.794,0.0434,92.983,4,0.738,country
Kenny Chesney,Til It's Gone,0.00544,0.499,250533,0.822,0.000197,4,0.272,-7.122,0.049,86.481,4,0.492,country
David Nail,Whatever She's Got,0.201,0.53,236987,0.717,0,1,0.0544,-6.073,0.0421,160.458,4,0.904,country
Willie Nelson,Always on My Mind,0.767,0.504,211667,0.281,0.000856,2,0.15,-12.91,0.0266,72.188,4,0.193,country
Eli Young Band,Dust,0.0259,0.583,198933,0.928,0.00291,0,0.203,-3.739,0.0385,130.97,4,0.543,country
Shania Twain,You're Still The One,0.381,0.582,212200,0.493,0,3,0.0908,-8.748,0.0379,133.78,4,0.619,country
Chase Rice,Ready Set Roll,0.00786,0.556,190241,0.822,0,0,0.668,-4.365,0.0582,156.038,4,0.809,country
Steve Earle,Copperhead Road,0.0188,0.385,269920,0.59,4.23e-05,7,0.0556,-15.472,0.04,157.797,4,0.756,country
Florida Georgia Line,Cruise,0.0189,0.464,208960,0.945,0,10,0.0575,-3.342,0.0354,148.012,4,0.869,country
Tim McGraw,Shotgun Rider,0.132,0.457,235387,0.904,6.88e-06,7,0.152,-4.592,0.0489,167.852,4,0.695,country
Lonestar,Amazed,0.23,0.56,240000,0.541,0,1,0.118,-7.97,0.0288,139.76,4,0.272,country
Jerrod Niemann,Drink to That All Night,0.0325,0.639,224813,0.846,0,9,0.116,-6.184,0.0439,115.965,4,0.476,country
The Swon Brothers,Later On,0.0525,0.409,219907,0.892,0,2,0.0964,-2.923,0.144,180.099,4,0.63,country
Miranda Lambert,Mama's Broken Heart,0.278,0.768,177773,0.809,0,4,0.139,-4.204,0.0616,111.989,4,0.759,country
Blake Shelton,Boys 'Round Here (feat. Pistol Annies & Friends),0.251,0.611,288760,0.688,2.35e-06,2,0.248,-6.369,0.0529,169.895,4,0.647,country
Sugarland,Stay,0.764,0.55,284427,0.284,0,4,0.122,-8.277,0.038,135.117,4,0.439,country
Keith Urban,Cop Car,0.167,0.536,256747,0.662,0,1,0.0973,-6.245,0.0388,154.022,4,0.377,country
Scotty McCreery,See You Tonight,0.231,0.499,226320,0.822,0,9,0.175,-6.464,0.0573,169.987,4,0.541,country
Hunter Hayes,Wanted,0.268,0.421,228840,0.476,0,0,0.0816,-7.692,0.0298,169.784,4,0.281,country
Jana Kramer,Love,0.28,0.599,204880,0.668,0,8,0.109,-5.247,0.0293,101.939,4,0.323,country
Lady Antebellum,Just a Kiss,0.446,0.593,218840,0.639,0,1,0.0998,-5.826,0.0307,142.881,4,0.351,country
Luke Bryan,Play It Again,0.0913,0.505,226867,0.891,0,11,0.0727,-3.19,0.0683,143.974,4,0.574,country
Kenny Rogers,The Gambler,0.356,0.679,210173,0.543,0,4,0.128,-11.383,0.0877,88.187,4,0.749,country
Kacey Musgraves,Merry Go 'Round,0.565,0.65,206893,0.462,0.00134,6,0.129,-9.375,0.0309,86.999,4,0.359,country
Zac Brown Band,Colder Weather,0.458,0.667,273893,0.381,0,3,0.116,-7.494,0.0294,135.979,4,0.206,country
Willie Nelson,On the Road Again,0.687,0.731,148107,0.716,0.000882,4,0.597,-7.962,0.0417,111.281,4,0.78,country
Shania Twain,From This Moment On - Pop On-Tour Version,0.406,0.441,235107,0.531,0,2,0.144,-5.285,0.0264,135.697,4,0.234,country
Tyler Farr,Whiskey in My Water,0.245,0.526,188147,0.872,0,7,0.243,-5.079,0.0428,153.929,4,0.579,country
Dustin Lynch,Where It's At,0.0142,0.557,204187,0.737,0,3,0.314,-5.75,0.0476,158.05,4,0.826,country
Eric Church,Springsteen,0.1,0.692,263387,0.809,9.77e-05,2,0.185,-5.935,0.0255,104.023,4,0.93,country
Thomas Rhett,It Goes Like This,0.111,0.54,186853,0.836,0,11,0.0874,-5.914,0.0627,167.957,4,0.561,country
Rascal Flatts,"Life Is A Highway - From ""Cars""",0.00413,0.559,276707,0.912,0,5,0.0567,-6.799,0.0608,103.13,4,0.649,country
Brad Paisley,River Bank,0.0869,0.642,182560,0.877,0,7,0.274,-5.818,0.038,117.037,4,0.873,country
Brett Eldredge,Mean To Me,0.115,0.647,228907,0.586,1.69e-06,0,0.121,-6.883,0.0313,87.994,4,0.166,country
Billy Currington,We Are Tonight,0.0318,0.56,232107,0.809,0,11,0.166,-5.327,0.0358,127.914,4,0.544,country
Maddie & Tae,Girl In A Country Song,0.252,0.583,220853,0.923,0,8,0.372,-3.764,0.0857,160.044,4,0.876,country
Justin Moore,Lettin' The Night Roll,0.0727,0.539,203120,0.859,0,2,0.117,-5.082,0.0435,140.952,4,0.637,country
Sam Hunt,House Party,0.129,0.749,190240,0.854,0,8,0.0262,-5.245,0.0503,103.952,4,0.841,country
Josh Turner,Your Man,0.331,0.742,211893,0.638,0.000221,6,0.0584,-4.332,0.0239,100.504,4,0.744,country
Cole Swindell,Hope You Get Lonely Tonight,0.103,0.45,227987,0.795,0,10,0.166,-4.249,0.0355,151.884,4,0.353,country
Florida Georgia Line,This Is How We Roll,0.0208,0.56,220907,0.933,0,8,0.404,-2.969,0.0384,132.083,4,0.709,country
Carrie Underwood,Blown Away,0.0909,0.531,240133,0.843,0,9,0.0283,-2.569,0.0429,136.991,4,0.392,country
Dolly Parton,9 to 5,0.0671,0.571,164600,0.784,0.00474,6,0.125,-4.879,0.0391,103.123,4,0.841,country
Rascal Flatts,What Hurts The Most,0.00842,0.527,214107,0.671,0,5,0.268,-5.032,0.0283,136.03,4,0.328,country
Blake Shelton,God Gave Me You,0.00481,0.483,229533,0.844,7.29e-05,2,0.405,-5.043,0.0314,151.977,4,0.532,country
Luke Bryan,That's My Kind Of Night,0.0626,0.66,190187,0.754,0,4,0.1,-2.84,0.051,110.02,4,0.889,country
Alan Jackson,Remember When,0.711,0.561,270600,0.313,0.000306,2,0.248,-10.624,0.029,125.522,4,0.273,country
Percy Grainger,Shepherds Hey,0.96,0.549,123053,0.218,0.643,3,0.131,-22.073,0.0374,101.414,4,0.871,classical
London Philharmonic Orchestra,"Pomp and Circumstance, Op. 39: Land of Hope and Glory",0.689,0.274,345667,0.434,0.76,2,0.0705,-11.61,0.0433,131.962,4,0.314,classical
Jónsi & Alex,Happiness,0.867,0.147,560653,0.247,0.971,7,0.0903,-16.216,0.0387,138.457,1,0.0383,classical
Henryk Górecki,"Harpsichord Concerto, Op. 40: 2. Vivace",0.866,0.395,251453,0.858,0.217,5,0.213,-16.12,0.047,171.549,4,0.521,classical
Frédéric Chopin,"Nocturne, Op. posth. in C-Sharp Minor: Lento",0.992,0.272,239973,0.00397,0.9,1,0.0763,-31.601,0.0475,72.059,4,0.174,classical
Nils Frahm,Some,0.976,0.333,253911,0.00289,0.933,5,0.0747,-33.467,0.046,95.641,5,0.165,classical
Ennio Morricone,Brothers,0.99,0.295,92600,0.213,0.892,2,0.0845,-18.725,0.0487,113.496,4,0.17,classical
Ólafur Arnalds,Reminiscence,0.773,0.289,268147,0.137,0.902,1,0.139,-17.626,0.0378,111.91,4,0.0626,classical
James Horner,"Becoming one of ""The People"" Becoming one with Neytiri",0.692,0.0993,463707,0.0902,0.85,1,0.0745,-26.307,0.0428,71.062,3,0.0377,classical
Samuel Barber,"Adagio for Strings, Op. 11",0.912,0.0876,596227,0.0865,0.896,10,0.0906,-20.431,0.0457,86.437,4,0.0298,classical
Elliott Carter,"Figment No. 2, ""Remembering Mr. Ives""",0.886,0.182,215534,0.0687,0.231,1,0.117,-23.105,0.0486,170.47,3,0.0362,classical
Nils Frahm,Me,0.954,0.347,150562,0.0383,0.635,11,0.0792,-33.55,0.06,112.332,4,0.116,classical
Nico Muhly,Etude 1,0.736,0.55,214973,0.224,0.233,10,0.231,-15.423,0.322,175.932,5,0.294,classical
Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30/1",0.995,0.316,282693,0.0151,0.905,3,0.0972,-29.192,0.04,66.452,4,0.094,classical
Jacques Offenbach,Can-Can From Orpheus In The Underworld,0.815,0.454,133760,0.59,0.236,2,0.103,-15.083,0.067,165.254,4,0.812,classical
Béla Bartók,"Concerto for Orchestra, BB 123: I. Introduzione: Andante non troppo - Allegro vivace",0.91,0.161,594453,0.036,0.809,1,0.113,-24.98,0.0412,92.705,3,0.0385,classical
Michael Nyman,The Heart Asks Pleasure First/The Promise - Edit,0.961,0.208,191867,0.276,0.92,9,0.129,-14.648,0.0293,177.108,3,0.219,classical
Léo Delibes,Flower duet from Lakme - Remasterisé en 1987,0.97,0.224,210720,0.121,0.622,11,0.264,-19.321,0.0447,89.567,1,0.0454,classical
Jean Sibelius,"Lemminkainen Suite, Op. 22: II. The Swan of Tuonela",0.791,0.0906,556693,0.0619,0.838,9,0.11,-27.055,0.0452,86.672,4,0.0308,classical
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 2, BWV 870-893: Prelude No. 2 in C Minor, BWV 871",0.785,0.169,206960,0.495,0.99,2,0.213,-18.897,0.0367,143.052,4,0.894,classical
Richard Skelton,Noon Hill Wood,0.876,0.095,506707,0.259,0.0378,7,0.0906,-12.347,0.038,71.038,5,0.0679,classical
Ennio Morricone,The Mission: Gabriel's Oboe,0.978,0.161,192067,0.261,0.902,2,0.134,-13.907,0.0376,70.282,5,0.0509,classical
Philip Glass,Six Etudes for Piano - q = 96,0.984,0.227,288307,0.00106,0.95,5,0.0961,-40.607,0.0446,74.779,4,0.0361,classical
Johannes Brahms,"Hungarian Dance No.5 in G Minor, WoO 1 No.5 - Orchestrated by Martin Schmeling (?-1943): Hungarian Dance No.5 In G Minor, WoO 1",0.893,0.39,136040,0.157,0.937,3,0.256,-15.898,0.0412,109.964,5,0.616,classical
Eluvium,Prelude For Time Feelers,0.865,0.214,348773,0.272,0.916,2,0.115,-13.276,0.0383,113.469,4,0.119,classical
Gustav Mahler,Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),0.892,0.122,715427,0.0528,0.912,10,0.269,-23.486,0.0381,84.815,4,0.0328,classical
Howard Shore,Concerning Hobbits,0.843,0.488,175040,0.0629,0.406,2,0.133,-21.524,0.0342,104.311,4,0.181,classical
Claude Debussy,Deux Arabesques L. 66: No. 1 Andante con moto,0.994,0.417,234000,0.0174,0.873,4,0.0684,-27.388,0.0349,66.278,3,0.0518,classical
George Frideric Handel,"Concerto in D Minor, Op.7, No.4: I. Adagio",0.942,0.0685,285840,0.0173,0.66,1,0.1,-26.846,0.0408,74.996,1,0.0749,classical
Max Richter,Vladimir's Blues,0.995,0.383,78547,0.17,0.847,9,0.105,-21.87,0.0685,115.803,3,0.0702,classical
Arthur Honegger,Sonate pour clarinette et piano H.42: II. Lent et soutenu,0.991,0.154,132133,0.00316,0.771,6,0.0996,-26.868,0.0392,75.674,3,0.0349,classical
Gioachino Rossini,The Thieving Magpie,0.64,0.45,121157,0.454,0.816,11,0.275,-11.46,0.0585,154.142,3,0.354,classical
Iannis Xenakis,Jonchaies,0.626,0.273,958533,0.702,0.884,11,0.18,-12.429,0.281,118.712,4,0.0374,classical
Arvo Pärt,Tabula Rasa: I. Ludus,0.78,0.442,608813,0.247,0.5,5,0.184,-15.59,0.0457,112.065,4,0.0396,classical
Paul Hindemith,"Viola Sonata, Op. 25, No. 1: IV. Rasendes Zeitmass. Wild. Tonschonheit ist Nebensache",0.968,0.465,92160,0.463,0.882,5,0.085,-15.215,0.0393,103.85,4,0.734,classical
Carl Maria von Weber,"Der Freischütz, J. 277, 3. Akt: Was gleicht wohl auf Erden, ""Jägerchor""",0.974,0.247,602493,0.0603,0.000981,5,0.0953,-20.603,0.0566,77.088,4,0.0403,classical
Carter Burwell,Plus Que Ma Prope Vie,0.923,0.19,255773,0.136,0.976,0,0.0968,-15.346,0.0355,73.796,4,0.0361,classical
Johann Pachelbel,"Canon in D, P.37",0.903,0.264,244707,0.182,0.53,2,0.201,-17.877,0.0404,116.51,4,0.175,classical
Frederick Delius,Romance for Cello and Piano,0.987,0.223,385187,0.0299,0.947,11,0.0711,-27.344,0.0493,115.163,3,0.0489,classical
Jón Leifs,"Torrek - Intermezzo, Op.1 No.2",0.986,0.488,330000,0.00283,0.862,2,0.0951,-24.794,0.0736,72.98,3,0.127,classical
Gustav Mahler,"Symphony No.2 in C minor - ""Resurrection"": 5d. ""Aufersteh'n, ja aufersteh'n wirst du"" (Langsam. Misterioso) - Text after F.G. Klopstock: ""Auferstehung""",0.971,0.0613,399080,0.0313,0.527,6,0.149,-29.613,0.0442,67.25,4,0.0345,classical
George Gershwin,Rhapsody In Blue,0.993,0.316,865000,0.111,0.886,2,0.0999,-21.189,0.0396,74.144,4,0.082,classical
Philip Glass,Opening,0.996,0.179,353147,0.026,0.89,0,0.0836,-30.937,0.0385,77.116,3,0.0671,classical
Carter Burwell,Love Death Birth,0.777,0.124,363573,0.165,0.849,7,0.0735,-16.056,0.0369,175.161,4,0.0411,classical
Ólafur Arnalds,Near Light,0.964,0.481,208400,0.323,0.904,2,0.102,-14.384,0.0326,117.963,4,0.083,classical
Ludwig van Beethoven,"Bagatelle in A minor, WoO 59, ""Fur Elise"": Bagatelle in A minor, ""Fur Elise""",0.992,0.274,187173,0.0843,0.908,9,0.0783,-26.766,0.0462,133.658,4,0.12,classical
Joep Beving,Wanderlust,0.995,0.313,343387,0.0368,0.902,2,0.0877,-26.294,0.0395,130.213,4,0.107,classical
Rachel Grimes,Loretto,0.996,0.287,398362,0.0685,0.909,0,0.218,-23.712,0.0425,64.955,4,0.17,classical
Erik Satie,Première Gymnopédie,0.995,0.593,204267,0.00543,0.952,7,0.0814,-35.422,0.0699,76.488,3,0.308,classical
Pyotr Ilyich Tchaikovsky,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.925,0.241,209373,0.122,0.66,7,0.126,-22.411,0.0497,66.325,4,0.172,classical
Johannes Brahms,"Intermezzo No. 3 in C-sharp minor, Op. 117 - Andante con moto",0.994,0.401,318440,0.0323,0.922,1,0.0989,-25.753,0.0474,62.836,3,0.123,classical
Robert Schumann,Violin Concerto in D Minor: II. Langsam,0.89,0.0631,323587,0.00784,0.197,10,0.108,-34.875,0.0474,69.565,3,0.0332,classical
Ludwig van Beethoven,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",0.955,0.294,442000,0.305,0.912,0,0.0989,-15.623,0.0386,96.574,4,0.178,classical
Carlo Gesualdo,Illumina faciem tuam,0.995,0.18,265667,0.0857,0.803,5,0.294,-26.068,0.0432,127.976,3,0.036,classical
Wolfgang Amadeus Mozart,Requiem: Lacrimosa,0.932,0.162,169667,0.102,0.9,2,0.17,-23.315,0.036,131.626,3,0.0394,classical
James Horner,The Ludlows,0.938,0.0767,340400,0.0223,0.848,7,0.0998,-27.684,0.0372,79.803,3,0.0497,classical
Felix Mendelssohn,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: Adagio (A Midsummer Night's Sex Comedy)",0.988,0.16,473000,0.0157,0.875,10,0.0594,-30.037,0.0409,65.147,4,0.0375,classical
César Franck,Violin Sonata in A Major: Allegretto poco mosso,0.958,0.25,364093,0.135,0.0349,9,0.0477,-18.615,0.0488,94.404,4,0.185,classical
Arthur Honegger,Honegger: Un grand sommeil noir,0.99,0.192,119587,0.0236,3.77e-05,1,0.0734,-25.424,0.0423,67.256,4,0.0405,classical
Philharmonia Orchestra,Cavalleria Rusticana (1987 - Remaster): Intermezzo (Orchestra),0.876,0.155,224547,0.0958,0.896,5,0.389,-18.049,0.0393,139.609,3,0.0373,classical
Darius Milhaud,"Suite for Violin, Clarinet and Piano, Op. 157b: II. Divertissement - Anime",0.986,0.15,195827,0.0231,0.178,5,0.0832,-30.966,0.0444,82.305,4,0.246,classical
Bohuslav Martinů,"Cello Sonata No. 1, H. 277: I. Poco allegro",0.994,0.408,309280,0.216,0.882,5,0.0993,-20.439,0.0389,106.776,4,0.311,classical
Charles Ives,The Unanswered Question,0.578,0.179,276840,0.00761,0.757,0,0.0426,-37.35,0.0361,62.676,3,0.0383,classical
Wolfgang Amadeus Mozart,"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro",0.723,0.39,468133,0.0432,0.000303,6,0.108,-24.344,0.0506,147.436,4,0.34,classical
Ólafur Arnalds,Þú ert jörðin,0.983,0.121,274355,0.0791,0.923,0,0.113,-21.275,0.0428,168.037,1,0.038,classical
Ennio Morricone,L'Estasi Dell'oro (The Ecstasy Of Gold) - 2004 Digital Remaster,0.826,0.134,203227,0.474,0.58,9,0.195,-13.864,0.0518,98.854,4,0.122,classical
Jon Hopkins,I Remember,0.916,0.377,260620,0.108,0.981,9,0.17,-23.493,0.0332,118.576,4,0.246,classical
Arnold Schoenberg,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave",0.537,0.0784,397733,0.101,0.756,2,0.442,-23.881,0.0451,173.937,4,0.0365,classical
Nikolai Rimsky-Korsakov,"Capriccio Espagnol, Op.34: 2. Variazioni",0.957,0.0715,306147,0.0485,0.928,5,0.11,-21.753,0.0422,77.504,3,0.0356,classical
Maryliz Smith,"Canto Primo from Suite for Solo Cello No. 1, Op. 72",0.916,0.172,143701,0.012,0.278,7,0.108,-26.567,0.0506,116.526,3,0.0383,classical
Gabriel Fauré,"Dolly, Op. 56 (version for piano 4 hands): I. Berceuse",0.995,0.454,140520,0.0118,0.839,4,0.127,-33.317,0.0348,73.074,4,0.151,classical
Hans Zimmer,Solomon,0.447,0.0605,211133,0.128,0.89,4,0.0862,-17.166,0.0525,58.993,5,0.0311,classical
György Kurtág,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. by G. Kurtag for Piano 4 Hands)",0.995,0.533,150093,0.00805,0.92,3,0.0726,-34.339,0.0397,69.354,4,0.071,classical
Aaron Copland,Fanfare for the Common Man,0.986,0.228,196467,0.179,0.954,10,0.0575,-15.727,0.0382,104.304,4,0.0377,classical
Anders Miolin,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 1,0.995,0.522,236880,0.00356,0.921,4,0.0763,-39.995,0.32,133.747,4,0.205,classical
Antonín Dvořák,"Dvorak: Czech Suite, Op. 39, B. 93: IV. Romanza (Andante con moto)",0.969,0.108,265773,0.0439,0.959,7,0.105,-28.888,0.0425,69.395,4,0.0474,classical
Franz Schubert,"Piano Sonata No.20 In A Major, D.959: 4. Rondo (Allegretto)",0.975,0.276,673827,0.0885,0.929,9,0.0723,-22.54,0.0394,72.134,4,0.124,classical
Benjamin Britten,"Piano Concerto, Op.13: 3. Impromptu",0.981,0.174,495733,0.0507,0.853,5,0.0659,-26.392,0.0455,173.216,3,0.0337,classical
Karol Szymanowski,"20 Mazurkas, Op. 50: No. 8. Moderato (non troppo)",0.995,0.406,185400,0.0396,0.918,4,0.0885,-27.922,0.0415,109.875,4,0.0847,classical
Ólafur Arnalds,Sudden Throw,0.929,0.181,196653,0.0854,0.945,5,0.434,-17.318,0.0398,72.657,4,0.0349,classical
Jean Sibelius,"3 Pièces pour orchestre, Op.96: Valse Lyrique, Op. 96a (version for orchestra)",0.925,0.231,288413,0.111,0.834,2,0.23,-22.121,0.0398,86.298,3,0.187,classical
John Williams,Bugler's Dream and Olympic Fanfare Medley,0.749,0.234,267800,0.271,0.948,5,0.0974,-15.996,0.031,85.799,4,0.133,classical
Ludovico Einaudi,I giorni: Andante,0.911,0.188,336987,0.101,0.0481,2,0.174,-18.914,0.0455,137.938,3,0.0692,classical
Léo Delibes,Coppelia: Act I - Valse,0.901,0.198,141200,0.0313,0.866,3,0.0924,-26.69,0.0419,88.813,4,0.18,classical
Igor Stravinsky,The Firebird Suite *: Introduction,0.973,0.135,178600,0.00257,0.869,5,0.159,-39.28,0.0375,89.063,4,0.0304,classical
Gabriel Fauré,"Masques et bergamasques Suite, Op. 112: IV. Pastorale",0.954,0.182,263533,0.0195,0.922,2,0.3,-30.831,0.0411,65.614,3,0.0368,classical
Arvo Pärt,Da pacem Domine,0.994,0.107,343200,0.032,0.942,2,0.0865,-29.055,0.0503,84.329,4,0.0316,classical
Dmitri Shostakovich,"The Gadfly Suite, Op. 97a: VIII. Romance: Allegro moderato - Andante con moto",0.918,0.0636,393840,0.0344,0.484,1,0.0941,-29.329,0.0503,65.937,5,0.0352,classical
Richard Wagner,Der fliegende Hollander: Ouverture,0.971,0.15,653960,0.127,0.901,7,0.373,-21.071,0.0371,92.107,4,0.0344,classical
